claim,Gaza,Gun Control,Racial Justice,Abortion,Immigration,Healthcare,Workers,Environment,Trump,LGBTplus,Musk
against gun violence,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for Palestinian liberation,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
in commemoration of Martin Luther King Jr. Day,0.0,,,,,,1.0,,,,
in solidarity with municipal sanitation workers,0.0,,,,,,1.0,,,,
for collective bargaining rights for Amazon and Starbuck's workers,0.0,,,,,,1.0,,,,
against war and genocide,0.0,,,,,,1.0,,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against sexual violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against systemic racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
against inequality,0.0,,1.0,,,,,,,,
for human rights,0.0,,1.0,,,,,,,,
for peace,0.0,,1.0,,,,,,,,
for compassion,0.0,,1.0,,,,,,,,
for love,0.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for immigrants' rights,0.0,,,,1.0,,,,,,
for justice and respect for immigrants,0.0,,,,1.0,,,,,,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
"for freedom, in celebration of MLK day",0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against Donald Trump,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for women's rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for reproductive rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for LGBTQ+ rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for immigrants' rights,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for climate action,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for fair wages,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
against gun violence,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
for freedom,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,
